variable,dummyVariable,typeEnd,databaseStart,variableStart,ICES.confirmation,typeStart,recEnd,numValidCat,catLabel,catLabelLong,units,recStart,catStartLabel,variableStartShortLabel,variableStartLabel,notes,version,lastUpdated,status,reviewNotes,review
HUI07A,HUI07A_cat2_NAb,cat,cchs2017_2018_m,[WDM_101],ICES specific,cat,NA::b,2,Missing,Missing,N/A,"[7,9]",Don't know / Refused,HUI Hearing,Hearing ability - Able to hear,,,,active,v3.0.0alpha,
HUI07A,HUI07A_cat2_NAb,cat,cchs2017_2018_m,[WDM_101],ICES specific,cat,NA::b,2,Missing,Missing,N/A,else,Not stated,HUI Hearing,Hearing ability - Able to hear,,,,active,v3.0.0alpha,
HUI06,HUI06_cat2_1,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2013_2014_m","cchs2001_m::HUIA_06, cchs2003_m::HUIC_06, [HUI_06]",ICES specific,cat,1,2,Able to hear in a group w/o hearing aid,Able to hear in a group without a hearing aid,N/A,1,Able to hear in a group with a hearing aid,HUI Hearing,Hearing ability - in a group without a hearing aid,,,,active,v3.0.0alpha,
HUI06,HUI06_cat2_2,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2013_2014_m","cchs2001_m::HUIA_06, cchs2003_m::HUIC_06, [HUI_06]",ICES specific,cat,2,2,Unable to hear in a group w/o hearing aid,Unable to hear in a group without a hearing aid,N/A,2,Unable to hear in a group with a hearing aid,HUI Hearing,Hearing ability - in a group without a hearing aid,,,,active,v3.0.0alpha,
HUI06,HUI06_cat2_NAa,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2013_2014_m","cchs2001_m::HUIA_06, cchs2003_m::HUIC_06, [HUI_06]",ICES specific,cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,HUI Hearing,Hearing ability - in a group without a hearing aid,,,,active,v3.0.0alpha,
HUI06,HUI06_cat2_NAb,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2013_2014_m","cchs2001_m::HUIA_06, cchs2003_m::HUIC_06, [HUI_06]",ICES specific,cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),HUI Hearing,Hearing ability - in a group without a hearing aid,,,,active,v3.0.0alpha,
HUI06,HUI06_cat2_NAb,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2013_2014_m","cchs2001_m::HUIA_06, cchs2003_m::HUIC_06, [HUI_06]",ICES specific,cat,NA::b,2,missing,missing,N/A,else,else,HUI Hearing,Hearing ability - in a group without a hearing aid,,,,active,v3.0.0alpha,
HUI07,HUI07_cat2_1,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2013_2014_m","cchs2001_m::HUIA_07, cchs2003_m::HUIC_07, [HUI_07]",ICES specific,cat,1,2,Able to hear in a group w/ hearing aid,Able to hear in a group with hearing aid,N/A,1,Able to hear in a group with a hearing aid,HUI Hearing,Hearing ability - in a group with a hearing aid,,,,active,v3.0.0alpha,
HUI07,HUI07_cat2_2,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2013_2014_m","cchs2001_m::HUIA_07, cchs2003_m::HUIC_07, [HUI_07]",ICES specific,cat,2,2,Unable to hear in a group w/ hearing aid,Unable to hear in a group with hearing aid,N/A,2,Unable to hear in a group with a hearing aid,HUI Hearing,Hearing ability - in a group with a hearing aid,,,,active,v3.0.0alpha,
HUI07,HUI07_cat2_NAa,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2013_2014_m","cchs2001_m::HUIA_07, cchs2003_m::HUIC_07, [HUI_07]",ICES specific,cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,HUI Hearing,Hearing ability - in a group with a hearing aid,,,,active,v3.0.0alpha,
HUI07,HUI07_cat2_NAb,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2013_2014_m","cchs2001_m::HUIA_07, cchs2003_m::HUIC_07, [HUI_07]",ICES specific,cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),HUI Hearing,Hearing ability - in a group with a hearing aid,,,,active,v3.0.0alpha,
HUI07,HUI07_cat2_NAb,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2013_2014_m","cchs2001_m::HUIA_07, cchs2003_m::HUIC_07, [HUI_07]",ICES specific,cat,NA::b,2,missing,missing,N/A,else,else,HUI Hearing,Hearing ability - in a group with a hearing aid,,,,active,v3.0.0alpha,
HUI08,HUI08_cat2_1,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2013_2014_m","cchs2001_m::HUIA_08, cchs2003_m::HUIC_08, [HUI_08]",ICES specific,cat,1,2,Yes,Yes,N/A,1,Able to hear in quiet room without a hearing aid,HUI Hearing,Hearing ability - Able to hear in quiet room without hearing aid,,,,active,v3.0.0alpha,
HUI08,HUI08_cat2_2,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2013_2014_m","cchs2001_m::HUIA_08, cchs2003_m::HUIC_08, [HUI_08]",ICES specific,cat,2,2,No,No,N/A,2,Unable to hear in quiet room without a hearing aid,HUI Hearing,Hearing ability - Able to hear in quiet room without hearing aid,,,,active,v3.0.0alpha,
HUI08,HUI08_cat2_NAa,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2013_2014_m","cchs2001_m::HUIA_08, cchs2003_m::HUIC_08, [HUI_08]",ICES specific,cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,HUI Hearing,Hearing ability - Able to hear in quiet room without hearing aid,,,,active,v3.0.0alpha,
HUI08,HUI08_cat2_NAb,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2013_2014_m","cchs2001_m::HUIA_08, cchs2003_m::HUIC_08, [HUI_08]",ICES specific,cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),HUI Hearing,Hearing ability - Able to hear in quiet room without hearing aid,,,,active,v3.0.0alpha,
HUI08,HUI08_cat2_NAb,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2013_2014_m","cchs2001_m::HUIA_08, cchs2003_m::HUIC_08, [HUI_08]",ICES specific,cat,NA::b,2,missing,missing,N/A,else,else,HUI Hearing,Hearing ability - Able to hear in quiet room without hearing aid,,,,active,v3.0.0alpha,
HUI09,HUI09_cat2_1,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m","cchs2001_m::HUIA_09, cchs2003_m::HUIC_09, [HUI_09]",ICES specific,cat,1,2,Yes,Yes,N/A,1,Able to hear in quiet room with a hearing aid,HUI Hearing,Hearing ability - Able to hear in quiet room with hearing aid,,,,active,v3.0.0alpha,
HUI09,HUI09_cat2_2,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m","cchs2001_m::HUIA_09, cchs2003_m::HUIC_09, [HUI_09]",ICES specific,cat,2,2,No,No,N/A,2,Unable to hear in quiet room with a hearing aid,HUI Hearing,Hearing ability - Able to hear in quiet room with hearing aid,,,,active,v3.0.0alpha,
HUI09,HUI09_cat2_NAa,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m","cchs2001_m::HUIA_09, cchs2003_m::HUIC_09, [HUI_09]",ICES specific,cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,HUI Hearing,Hearing ability - Able to hear in quiet room with hearing aid,,,,active,v3.0.0alpha,
HUI09,HUI09_cat2_NAb,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m","cchs2001_m::HUIA_09, cchs2003_m::HUIC_09, [HUI_09]",ICES specific,cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),HUI Hearing,Hearing ability - Able to hear in quiet room with hearing aid,,,,active,v3.0.0alpha,
HUI09,HUI09_cat2_NAb,cat,"cchs2001_m, cchs2003_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m","cchs2001_m::HUIA_09, cchs2003_m::HUIC_09, [HUI_09]",ICES specific,cat,NA::b,2,missing,missing,N/A,else,else,HUI Hearing,Hearing ability - Able to hear in quiet room with hearing aid,,,,active,v3.0.0alpha,
