variable,dummyVariable,typeEnd,databaseStart,variableStart,ICES.confirmation,typeStart,recEnd,numValidCat,catLabel,catLabelLong,units,recStart,catStartLabel,variableStartShortLabel,variableStartLabel,notes,version,lastUpdated,status,reviewNotes,review
SDCDCGT_cat13,SDCDCGT_cat13_cat13_2,cat,"cchs2015_2016_m, cchs2017_2018_m",[SDCDVCGT],ICES specific,cat,2,13,South Asian only,South Asian only,N/A,8,South Asian only,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat13,SDCDCGT_cat13_cat13_3,cat,"cchs2015_2016_m, cchs2017_2018_m",[SDCDVCGT],ICES specific,cat,3,13,Chinese only,Chinese only,N/A,6,Chinese only,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat13,SDCDCGT_cat13_cat13_4,cat,"cchs2015_2016_m, cchs2017_2018_m",[SDCDVCGT],ICES specific,cat,4,13,Black only,Black only,N/A,2,Black only,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat13,SDCDCGT_cat13_cat13_5,cat,"cchs2015_2016_m, cchs2017_2018_m",[SDCDVCGT],ICES specific,cat,5,13,Filipino only,Filipino only,N/A,4,Filipino only,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat13,SDCDCGT_cat13_cat13_6,cat,"cchs2015_2016_m, cchs2017_2018_m",[SDCDVCGT],ICES specific,cat,6,13,Latin American only,Latin American only,N/A,12,Latin American only,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat13,SDCDCGT_cat13_cat13_7,cat,"cchs2015_2016_m, cchs2017_2018_m",[SDCDVCGT],ICES specific,cat,7,13,Arab only,Arab only,N/A,10,Arab only,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat13,SDCDCGT_cat13_cat13_8,cat,"cchs2015_2016_m, cchs2017_2018_m",[SDCDVCGT],ICES specific,cat,8,13,Southeastern Asian only,Southeastern Asian only,N/A,9,Southeastern Asian only,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat13,SDCDCGT_cat13_cat13_9,cat,"cchs2015_2016_m, cchs2017_2018_m",[SDCDVCGT],ICES specific,cat,9,13,West Asian only,West Asian only,N/A,11,West Asian only,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat13,SDCDCGT_cat13_cat13_10,cat,"cchs2015_2016_m, cchs2017_2018_m",[SDCDVCGT],ICES specific,cat,10,13,Korean only,Korean only,N/A,3,Korean only,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat13,SDCDCGT_cat13_cat13_11,cat,"cchs2015_2016_m, cchs2017_2018_m",[SDCDVCGT],ICES specific,cat,11,13,Japenese only,Japenese only,N/A,5,Japenese only,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat13,SDCDCGT_cat13_cat13_12,cat,"cchs2015_2016_m, cchs2017_2018_m",[SDCDVCGT],ICES specific,cat,12,13,Other racial or cultural origin (only),Other racial or cultural origin (only),N/A,13,Other racial or cultural origin (only),Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat13,SDCDCGT_cat13_cat13_13,cat,"cchs2015_2016_m, cchs2017_2018_m",[SDCDVCGT],ICES specific,cat,13,13,Multiple racial or cultural origins,Multiple racial or cultural origins,N/A,14,Multiple racial or cultural origins,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat13,SDCDCGT_cat13_cat13_NA::a,cat,"cchs2015_2016_m, cchs2017_2018_m",[SDCDVCGT],ICES specific,cat,NA::a,13,not applicable,not applicable,N/A,96,not applicable,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat13,SDCDCGT_cat13_cat13_NA::b,cat,"cchs2015_2016_m, cchs2017_2018_m",[SDCDVCGT],ICES specific,cat,NA::b,13,missing,missing,N/A,"[97, 99]",don't know (97); refusal (98); not stated (99),Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat13,SDCDCGT_cat13_cat13_NA::b,cat,"cchs2015_2016_m, cchs2017_2018_m",[SDCDVCGT],ICES specific,cat,NA::b,13,missing,missing,N/A,else,else,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat7,SDCDCGT_cat7_cat7_1,cat,"cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m","cchs2003_m::SDCCDRAC, cchs2005_m::SDCEDCGT, cchs2015_2016_m::SDCDVCGT, cchs2017_2018_m::SDCDVCGT, [SDCDCGT]",ICES specific,cat,1,7,White,White,N/A,1,White,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat7,SDCDCGT_cat7_cat7_2,cat,"cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m","cchs2003_m::SDCCDRAC, cchs2005_m::SDCEDCGT, cchs2015_2016_m::SDCDVCGT, cchs2017_2018_m::SDCDVCGT, [SDCDCGT]",ICES specific,cat,2,7,Black,Black,N/A,2,Black,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat7,SDCDCGT_cat7_cat7_3,cat,"cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m","cchs2003_m::SDCCDRAC, cchs2005_m::SDCEDCGT, cchs2015_2016_m::SDCDVCGT, cchs2017_2018_m::SDCDVCGT, [SDCDCGT]",ICES specific,cat,3,7,Chinese,Chinese,N/A,6,Chinese,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat7,SDCDCGT_cat7_cat7_4,cat,"cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m","cchs2003_m::SDCCDRAC, cchs2005_m::SDCEDCGT, cchs2015_2016_m::SDCDVCGT, cchs2017_2018_m::SDCDVCGT, [SDCDCGT]",ICES specific,cat,4,7,Aboriginal,Aboriginal,N/A,7,Aboriginal,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat7,SDCDCGT_cat7_cat7_5,cat,"cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m","cchs2003_m::SDCCDRAC, cchs2005_m::SDCEDCGT, cchs2015_2016_m::SDCDVCGT, cchs2017_2018_m::SDCDVCGT, [SDCDCGT]",ICES specific,cat,5,7,Japanese/Korean/South East Asian/Filipino,Japanese/Korean/South East Asian/Filipino,N/A,[3],Japanese/Korean/South East Asian/Filipino,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat7,SDCDCGT_cat7_cat7_5,cat,"cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m","cchs2003_m::SDCCDRAC, cchs2005_m::SDCEDCGT, cchs2015_2016_m::SDCDVCGT, cchs2017_2018_m::SDCDVCGT, [SDCDCGT]",ICES specific,cat,5,7,Japanese/Korean/South East Asian/Filipino,Japanese/Korean/South East Asian/Filipino,N/A,[5],Japanese/Korean/South East Asian/Filipino,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat7,SDCDCGT_cat7_cat7_5,cat,"cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m","cchs2003_m::SDCCDRAC, cchs2005_m::SDCEDCGT, cchs2015_2016_m::SDCDVCGT, cchs2017_2018_m::SDCDVCGT, [SDCDCGT]",ICES specific,cat,5,7,Japanese/Korean/South East Asian/Filipino,Japanese/Korean/South East Asian/Filipino,N/A,[9],Japanese/Korean/South East Asian/Filipino,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat7,SDCDCGT_cat7_cat7_6,cat,"cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m","cchs2003_m::SDCCDRAC, cchs2005_m::SDCEDCGT, cchs2015_2016_m::SDCDVCGT, cchs2017_2018_m::SDCDVCGT, [SDCDCGT]",ICES specific,cat,6,7,other/multiple origin/unknown/Latin American,other/multiple origin/unknown/Latin American,N/A,[12],other/multiple origin/unknown/Latin American,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat7,SDCDCGT_cat7_cat7_6,cat,"cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m","cchs2003_m::SDCCDRAC, cchs2005_m::SDCEDCGT, cchs2015_2016_m::SDCDVCGT, cchs2017_2018_m::SDCDVCGT, [SDCDCGT]",ICES specific,cat,6,7,other/multiple origin/unknown/Latin American,other/multiple origin/unknown/Latin American,N/A,[14],other/multiple origin/unknown/Latin American,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat7,SDCDCGT_cat7_cat7_7,cat,"cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m","cchs2003_m::SDCCDRAC, cchs2005_m::SDCEDCGT, cchs2015_2016_m::SDCDVCGT, cchs2017_2018_m::SDCDVCGT, [SDCDCGT]",ICES specific,cat,7,7,South Asian/Arab/West Asian,South Asian/Arab/West Asian,N/A,[8],South Asian/Arab/West Asian,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat7,SDCDCGT_cat7_cat7_7,cat,"cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m","cchs2003_m::SDCCDRAC, cchs2005_m::SDCEDCGT, cchs2015_2016_m::SDCDVCGT, cchs2017_2018_m::SDCDVCGT, [SDCDCGT]",ICES specific,cat,7,7,South Asian/Arab/West Asian,South Asian/Arab/West Asian,N/A,"[10,11]",South Asian/Arab/West Asian,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat7,SDCDCGT_cat7_cat7_NA::a,cat,"cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m","cchs2003_m::SDCCDRAC, cchs2005_m::SDCEDCGT, cchs2015_2016_m::SDCDVCGT, cchs2017_2018_m::SDCDVCGT, [SDCDCGT]",ICES specific,cat,NA::a,7,not applicable,not applicable,N/A,96,not applicable,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat7,SDCDCGT_cat7_cat7_NA::b,cat,"cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m","cchs2003_m::SDCCDRAC, cchs2005_m::SDCEDCGT, cchs2015_2016_m::SDCDVCGT, cchs2017_2018_m::SDCDVCGT, [SDCDCGT]",ICES specific,cat,NA::b,7,missing,missing,N/A,"[97,99]",missing,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDCGT_cat7,SDCDCGT_cat7_cat7_NA::b,cat,"cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2011_2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m","cchs2003_m::SDCCDRAC, cchs2005_m::SDCEDCGT, cchs2015_2016_m::SDCDVCGT, cchs2017_2018_m::SDCDVCGT, [SDCDCGT]",ICES specific,cat,NA::b,7,missing,missing,N/A,else,else,Ethnicity,Cultural or racial origin,,,,active,v3.0.0alpha,
SDCDVABT,SDCDVABT_cat2_1,cat,cchs2005_m,cchs2005_m::SDCEFABT,,cat,1,2,Aboriginal identity,Aboriginal identity,N/A,1,Aboriginal (N.A. Indian; Metis; Inuit),Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_2,cat,cchs2005_m,cchs2005_m::SDCEFABT,,cat,2,2,Non-Aboriginal identity,Non-Aboriginal identity,N/A,2,Not Aboriginal,Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_NA::b,cat,cchs2005_m,cchs2005_m::SDCEFABT,,cat,NA::b,2,missing,missing,N/A,9,not stated,Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_NA::b,cat,cchs2005_m,cchs2005_m::SDCEFABT,,cat,NA::b,2,missing,missing,N/A,else,else,Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_1,cat,"cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2007_2008_m::SDCDABT, cchs2009_2010_m::SDCDABT, cchs2009_m::SDCDABT, cchs2010_m::SDCDABT, cchs2011_2012_m::SDCDABT, cchs2012_m::SDCDABT, cchs2013_2014_m::SDCDABT",,cat,1,2,Aboriginal identity,Aboriginal identity,N/A,1,Aboriginal (First Nations; Metis; Inuit),Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_2,cat,"cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2007_2008_m::SDCDABT, cchs2009_2010_m::SDCDABT, cchs2009_m::SDCDABT, cchs2010_m::SDCDABT, cchs2011_2012_m::SDCDABT, cchs2012_m::SDCDABT, cchs2013_2014_m::SDCDABT",,cat,2,2,Non-Aboriginal identity,Non-Aboriginal identity,N/A,2,Not Aboriginal,Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_NA::a,cat,"cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2007_2008_m::SDCDABT, cchs2009_2010_m::SDCDABT, cchs2009_m::SDCDABT, cchs2010_m::SDCDABT, cchs2011_2012_m::SDCDABT, cchs2012_m::SDCDABT, cchs2013_2014_m::SDCDABT",,cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_NA::b,cat,"cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2007_2008_m::SDCDABT, cchs2009_2010_m::SDCDABT, cchs2009_m::SDCDABT, cchs2010_m::SDCDABT, cchs2011_2012_m::SDCDABT, cchs2012_m::SDCDABT, cchs2013_2014_m::SDCDABT",,cat,NA::b,2,missing,missing,N/A,9,not stated,Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_NA::b,cat,"cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2007_2008_m::SDCDABT, cchs2009_2010_m::SDCDABT, cchs2009_m::SDCDABT, cchs2010_m::SDCDABT, cchs2011_2012_m::SDCDABT, cchs2012_m::SDCDABT, cchs2013_2014_m::SDCDABT",,cat,NA::b,2,missing,missing,N/A,else,else,Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_1,cat,"cchs2015_2016_m, cchs2017_2018_m, cchs2019_m, cchs2020_m, cchs2021_m, cchs2022_m, cchs2023_m",[SDCDVABT],,cat,1,2,Aboriginal identity,Aboriginal identity,N/A,1,Aboriginal/Indigenous identity (First Nations; Metis; Inuk/Inuit),Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_2,cat,"cchs2015_2016_m, cchs2017_2018_m, cchs2019_m, cchs2020_m, cchs2021_m, cchs2022_m, cchs2023_m",[SDCDVABT],,cat,2,2,Non-Aboriginal identity,Non-Aboriginal identity,N/A,2,Non-Aboriginal/Non-Indigenous identity,Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_NA::a,cat,"cchs2015_2016_m, cchs2017_2018_m, cchs2019_m, cchs2020_m, cchs2021_m, cchs2022_m, cchs2023_m",[SDCDVABT],,cat,NA::a,2,not applicable,not applicable,N/A,6,valid skip,Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_NA::b,cat,"cchs2015_2016_m, cchs2017_2018_m, cchs2019_m, cchs2020_m, cchs2021_m, cchs2022_m, cchs2023_m",[SDCDVABT],,cat,NA::b,2,missing,missing,N/A,9,not stated,Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_NA::b,cat,"cchs2015_2016_m, cchs2017_2018_m, cchs2019_m, cchs2020_m, cchs2021_m, cchs2022_m, cchs2023_m",[SDCDVABT],,cat,NA::b,2,missing,missing,N/A,else,else,Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_1,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2019_2020_p","cchs2015_2016_p::SDC_015, cchs2017_2018_p::SDC_015, cchs2019_2020_p::SDC_015",,cat,1,2,Aboriginal identity,Aboriginal identity,N/A,1,Yes,Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_2,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2019_2020_p","cchs2015_2016_p::SDC_015, cchs2017_2018_p::SDC_015, cchs2019_2020_p::SDC_015",,cat,2,2,Non-Aboriginal identity,Non-Aboriginal identity,N/A,2,No,Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_NA::a,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2019_2020_p","cchs2015_2016_p::SDC_015, cchs2017_2018_p::SDC_015, cchs2019_2020_p::SDC_015",,cat,NA::a,2,not applicable,not applicable,N/A,6,valid skip,Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_NA::b,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2019_2020_p","cchs2015_2016_p::SDC_015, cchs2017_2018_p::SDC_015, cchs2019_2020_p::SDC_015",,cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_NA::b,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2019_2020_p","cchs2015_2016_p::SDC_015, cchs2017_2018_p::SDC_015, cchs2019_2020_p::SDC_015",,cat,NA::b,2,missing,missing,N/A,else,else,Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
SDCDVABT,SDCDVABT_cat2_1,cat,cchs2022_p,cchs2022_p::SDCDVABT,,cat,1,2,Aboriginal identity,Aboriginal identity,N/A,1,Indigenous identity (First Nations; Metis; Inuk/Inuit),Aboriginal/Indigenous identity,Aboriginal/Indigenous Identity - (D),,,,active,,
