variable,dummyVariable,typeEnd,databaseStart,variableStart,typeStart,recEnd,numValidCat,catLabel,catLabelLong,units,recStart,catStartLabel,variableStartShortLabel,variableStartLabel,notes
ADL_01,ADL_01_cat2_1,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_05, [ADL_005]",cat,1,2,Yes,Yes,N/A,"[3,4]",Yes,Help preparing meals,Needs help - preparing meals,
ADL_01,ADL_01_cat2_2,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_05, [ADL_005]",cat,2,2,No,No,N/A,"[1,2]",No,Help preparing meals,Needs help - preparing meals,
ADL_01,ADL_01_cat2_NAa,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_05, [ADL_005]",cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Help preparing meals,Needs help - preparing meals,
ADL_01,ADL_01_cat2_NAb,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_05, [ADL_005]",cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Help preparing meals,Needs help - preparing meals,
ADL_01,ADL_01_cat2_NAb,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_05, [ADL_005]",cat,NA::b,2,missing,missing,N/A,else,else,Help preparing meals,Needs help - preparing meals,
ADL_01_cat4,ADL_01_cat4_1,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_05, [ADL_005]",cat,1,4,"Yes difficulty, need help","Yes difficulty, need help",N/A,3,"Yes difficulty, need help",Help preparing meals,Needs help - preparing meals,
ADL_01_cat4,ADL_01_cat4_2,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_05, [ADL_005]",cat,2,4,"Yes difficulty, no help","Yes difficulty, no help",N/A,2,"Yes difficulty, no help",Help preparing meals,Needs help - preparing meals,
ADL_01_cat4,ADL_01_cat4_3,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_05, [ADL_005]",cat,3,4,No difficulty,No difficulty,N/A,1,No difficulty,Help preparing meals,Needs help - preparing meals,
ADL_01_cat4,ADL_01_cat4_4,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_05, [ADL_005]",cat,4,4,Cannot do it at all,Cannot do it at all,N/A,4,Cannot do it at all,Help preparing meals,Needs help - preparing meals,
ADL_01_cat4,ADL_01_cat4_NAa,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_05, [ADL_005]",cat,NA::a,4,not applicable,not applicable,N/A,6,not applicable,Help preparing meals,Needs help - preparing meals,
ADL_01_cat4,ADL_01_cat4_NAb,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_05, [ADL_005]",cat,NA::b,4,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Help preparing meals,Needs help - preparing meals,
ADL_01_cat4,ADL_01_cat4_NAb,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_05, [ADL_005]",cat,NA::b,4,missing,missing,N/A,else,else,Help preparing meals,Needs help - preparing meals,
ADL_02,ADL_02_cat2_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_p::RACA_6B, cchs2003_p::RACC_6B1, cchs2005_p::RACE_6B1, cchs2007_2008_p::RAC_6B1, cchs2001_m::RACA_6B, cchs2003_m::RACC_6B1, cchs2005_m::RACE_6B1, cchs2007_2008_m::RAC_6B1, [ADL_02]",cat,1,2,Yes,Yes,N/A,1,Yes,Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02,ADL_02_cat2_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_p::RACA_6B, cchs2003_p::RACC_6B1, cchs2005_p::RACE_6B1, cchs2007_2008_p::RAC_6B1, cchs2001_m::RACA_6B, cchs2003_m::RACC_6B1, cchs2005_m::RACE_6B1, cchs2007_2008_m::RAC_6B1, [ADL_02]",cat,2,2,No,No,N/A,2,No,Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02,ADL_02_cat2_NAa,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_p::RACA_6B, cchs2003_p::RACC_6B1, cchs2005_p::RACE_6B1, cchs2007_2008_p::RAC_6B1, cchs2001_m::RACA_6B, cchs2003_m::RACC_6B1, cchs2005_m::RACE_6B1, cchs2007_2008_m::RAC_6B1, [ADL_02]",cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02,ADL_02_cat2_NAb,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_p::RACA_6B, cchs2003_p::RACC_6B1, cchs2005_p::RACE_6B1, cchs2007_2008_p::RAC_6B1, cchs2001_m::RACA_6B, cchs2003_m::RACC_6B1, cchs2005_m::RACE_6B1, cchs2007_2008_m::RAC_6B1, [ADL_02]",cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02,ADL_02_cat2_NAb,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_p::RACA_6B, cchs2003_p::RACC_6B1, cchs2005_p::RACE_6B1, cchs2007_2008_p::RAC_6B1, cchs2001_m::RACA_6B, cchs2003_m::RACC_6B1, cchs2005_m::RACE_6B1, cchs2007_2008_m::RAC_6B1, [ADL_02]",cat,NA::b,2,missing,missing,N/A,else,else,Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02,ADL_02_cat2_1,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_10, [ADL_010]",cat,1,2,Yes,Yes,N/A,"[3,4]",Yes,Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02,ADL_02_cat2_2,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_10, [ADL_010]",cat,2,2,No,No,N/A,"[1,2]",No,Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02,ADL_02_cat2_NAa,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_10, [ADL_010]",cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02,ADL_02_cat2_NAb,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_10, [ADL_010]",cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02,ADL_02_cat2_NAb,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_10, [ADL_010]",cat,NA::b,2,missing,missing,N/A,else,else,Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02_cat4,ADL_02_cat4_1,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_10, [ADL_010]",cat,1,4,"Yes difficulty, need help","Yes difficulty, need help",N/A,3,"Yes difficulty, need help",Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02_cat4,ADL_02_cat4_2,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_10, [ADL_010]",cat,2,4,"Yes difficulty, no help","Yes difficulty, no help",N/A,2,"Yes difficulty, no help",Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02_cat4,ADL_02_cat4_3,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_10, [ADL_010]",cat,3,4,No difficulty,No difficulty,N/A,1,No difficulty,Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02_cat4,ADL_02_cat4_4,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_10, [ADL_010]",cat,4,4,Cannot do it at all,Cannot do it at all,N/A,4,Cannot do it at all,Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02_cat4,ADL_02_cat4_NAa,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_10, [ADL_010]",cat,NA::a,4,not applicable,not applicable,N/A,6,not applicable,Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02_cat4,ADL_02_cat4_NAb,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_10, [ADL_010]",cat,NA::b,4,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Help appointments/errands,Needs help - getting to appointments/errands,
ADL_02_cat4,ADL_02_cat4_NAb,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_10, [ADL_010]",cat,NA::b,4,missing,missing,N/A,else,else,Help appointments/errands,Needs help - getting to appointments/errands,
ADL_03,ADL_03_cat2_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_p::RACA_6C, cchs2003_p::RACC_6C, cchs2005_p::RACE_6C, cchs2007_2008_p::RAC_6C, cchs2001_m::RACA_6C, cchs2003_m::RACC_6C, cchs2005_m::RACE_6C, cchs2007_2008_m::RAC_6C, [ADL_03]",cat,1,2,Yes,Yes,N/A,1,Yes,Help housework,Needs help - doing housework,
ADL_03,ADL_03_cat2_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_p::RACA_6C, cchs2003_p::RACC_6C, cchs2005_p::RACE_6C, cchs2007_2008_p::RAC_6C, cchs2001_m::RACA_6C, cchs2003_m::RACC_6C, cchs2005_m::RACE_6C, cchs2007_2008_m::RAC_6C, [ADL_03]",cat,2,2,No,No,N/A,2,No,Help housework,Needs help - doing housework,
ADL_03,ADL_03_cat2_NAa,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_p::RACA_6C, cchs2003_p::RACC_6C, cchs2005_p::RACE_6C, cchs2007_2008_p::RAC_6C, cchs2001_m::RACA_6C, cchs2003_m::RACC_6C, cchs2005_m::RACE_6C, cchs2007_2008_m::RAC_6C, [ADL_03]",cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Help housework,Needs help - doing housework,
ADL_03,ADL_03_cat2_NAb,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_p::RACA_6C, cchs2003_p::RACC_6C, cchs2005_p::RACE_6C, cchs2007_2008_p::RAC_6C, cchs2001_m::RACA_6C, cchs2003_m::RACC_6C, cchs2005_m::RACE_6C, cchs2007_2008_m::RAC_6C, [ADL_03]",cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Help housework,Needs help - doing housework,
ADL_03,ADL_03_cat2_NAb,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_p::RACA_6C, cchs2003_p::RACC_6C, cchs2005_p::RACE_6C, cchs2007_2008_p::RAC_6C, cchs2001_m::RACA_6C, cchs2003_m::RACC_6C, cchs2005_m::RACE_6C, cchs2007_2008_m::RAC_6C, [ADL_03]",cat,NA::b,2,missing,missing,N/A,else,else,Help housework,Needs help - doing housework,
ADL_03,ADL_03_cat2_1,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m, cchs2023_m","cchs2023_m::ADL_15, [ADL_015]",cat,1,2,Yes,Yes,N/A,"[3,4]",Yes,Help housework,Needs help - doing housework,
